step,tokens_seen,cumulative_flops,train_loss,eval_loss,eval_loss_all_pos
44500,729088000,1.376108e+16,5.538711,5.539408,5.494483
44600,730726400,1.379200e+16,5.519002,5.537945,5.493671
44700,732364800,1.382292e+16,5.529443,5.539492,5.493375
44800,734003200,1.385385e+16,5.503469,5.537701,5.492186
44900,735641600,1.388477e+16,5.510941,5.525930,5.482591
45000,737280000,1.391569e+16,5.510961,5.528668,5.485488
45100,738918400,1.394662e+16,5.530856,5.524474,5.483404
45200,740556800,1.397754e+16,5.536979,5.526627,5.483574
45300,742195200,1.400847e+16,5.521376,5.527961,5.481648
45400,743833600,1.403939e+16,5.512169,5.527157,5.483894
45500,745472000,1.407031e+16,5.487964,5.527329,5.484178
45600,747110400,1.410124e+16,5.497034,5.525066,5.479906
